Row,CMPP,RPPV,TIME_1900,RCPP,SOLSTATE,EMA,BIT_STUCK_DETECT
510190,3.13,297,44194.794500111,4.22752,0,310,EmaDropping(6.528)
510207,3.13,297,44194.794512703,4.226221,0,309,EmaDropping(7.616)
510224,3.13,297,44194.794525295,4.228823,0,308,EmaDropping(8.704)
510241,3.13,297,44194.794537889,4.226221,0,307,EmaDropping(9.792)
510258,3.13,297,44194.794550481,4.22752,0,306,EmaDropping(10.88)
510275,3.13,297,44194.794563074,4.226221,0,305,EmaDropping(11.968)
510292,3.13,297,44194.794575666,4.22752,0,304,EmaDropping(13.056)
510309,3.13,297,44194.794588258,4.22752,0,303,EmaDropping(14.144)
510326,3.13,297,44194.794600852,4.226221,0,302,EmaDropping(15.232)
510343,3.13,296,44194.794613444,4.22752,0,302,EmaRising(0.0)
510360,3.13,276,44194.794626037,4.226221,0,299,EmaDropping(0.0)
510377,3.13,276,44194.794638629,4.22752,0,297,EmaDropping(1.088)
510394,3.13,276,44194.794651221,4.22752,0,295,EmaDropping(2.176)
510411,3.13,276,44194.794663815,4.226221,0,293,EmaDropping(3.264)
510428,3.13,276,44194.794676407,4.22752,0,291,EmaDropping(4.352)
510445,3.13,276,44194.794689000,4.226221,0,289,EmaDropping(5.44)
510462,3.13,276,44194.794701592,4.22752,0,288,EmaDropping(6.528)
510479,3.13,276,44194.794714184,4.22752,0,287,EmaDropping(7.616)
510496,3.13,276,44194.794726778,4.22752,0,286,EmaDropping(8.704)
510513,3.13,276,44194.794739370,4.22752,0,285,EmaDropping(9.792)
510530,3.13,276,44194.794751963,4.22752,0,284,EmaDropping(10.88)
510547,3.13,276,44194.794764555,4.22752,0,283,EmaDropping(11.968)
510564,3.13,276,44194.794777147,4.226221,0,282,EmaDropping(13.056)
510581,3.13,276,44194.794789741,4.22752,0,282,EmaRising(0.0)
510598,3.13,276,44194.794802333,4.226221,0,281,EmaDropping(0.0)
510615,3.13,276,44194.794814926,4.22752,0,280,EmaDropping(1.088)
510632,3.13,274,44194.794827518,4.22752,0,280,EmaRising(0.0)
510649,3.13,257,44194.794840110,4.22752,0,277,EmaDropping(0.0)
510666,3.13,254,44194.794852704,4.228823,0,275,EmaDropping(1.088)
510683,3.13,254,44194.794865295,4.22752,0,273,EmaDropping(2.176)
510700,3.13,254,44194.794877887,4.22752,0,271,EmaDropping(3.264)
510717,3.13,254,44194.794890481,4.226221,0,269,EmaDropping(4.352)
510734,3.13,254,44194.794903073,4.22752,0,268,EmaDropping(5.44)
510751,3.13,254,44194.794915667,4.228823,0,266,EmaDropping(6.528)
510768,3.13,254,44194.794928258,4.22752,0,265,EmaDropping(7.616)
510785,3.13,254,44194.794940852,4.22752,0,264,EmaDropping(8.704)
510802,3.13,254,44194.794953444,4.22752,0,263,EmaDropping(9.792)
510819,3.13,254,44194.794966036,4.228823,0,262,EmaDropping(10.88)
510836,3.13,254,44194.794978630,4.22752,0,261,EmaDropping(11.968)
510853,3.13,254,44194.794991221,4.226221,0,260,EmaDropping(13.056)
510870,3.13,254,44194.795003813,4.22752,0,260,EmaRising(0.0)
510887,3.13,254,44194.795016407,4.226221,0,259,EmaDropping(0.0)
510904,3.13,254,44194.795028999,4.22752,0,258,EmaDropping(1.088)
510921,3.13,254,44194.795041593,4.22752,0,258,EmaRising(0.0)
510938,3.13,254,44194.795054184,4.22752,0,257,EmaDropping(0.0)
510955,3.13,254,44194.795066776,4.22752,0,257,EmaRising(0.0)
510972,3.13,237,44194.795079370,4.226221,0,255,EmaDropping(0.0)
510989,3.13,233,44194.795091962,4.22752,0,253,EmaDropping(1.088)
511006,3.13,233,44194.795104556,4.22752,0,251,EmaDropping(2.176)
511023,3.13,233,44194.795117147,4.22752,0,249,EmaDropping(3.264)
511040,3.13,233,44194.795129739,4.22752,0,247,EmaDropping(4.352)
511057,3.13,233,44194.795142333,4.22752,0,246,EmaDropping(5.44)
511074,3.13,233,44194.795154925,4.22752,0,244,EmaDropping(6.528)
511091,3.13,233,44194.795167518,4.22752,0,243,EmaDropping(7.616)
511108,3.13,233,44194.795180110,4.22752,0,242,EmaDropping(8.704)
511125,3.13,233,44194.795192702,4.22752,0,241,EmaDropping(9.792)
511142,3.13,233,44194.795205296,4.22752,0,240,EmaDropping(10.88)
511159,3.13,233,44194.795217888,4.226221,0,240,EmaRising(0.0)
511176,3.13,233,44194.795230482,4.22752,0,239,EmaDropping(0.0)
511193,3.13,233,44194.795243073,4.228823,0,238,EmaDropping(1.088)
511210,3.13,233,44194.795255665,4.22752,0,238,EmaRising(0.0)
511227,3.13,233,44194.795268259,4.228823,0,237,EmaDropping(0.0)
511244,3.13,233,44194.795280851,4.22752,0,237,EmaRising(0.0)
511261,3.13,233,44194.795293444,4.22752,0,236,EmaDropping(0.0)
511278,3.13,233,44194.795306036,4.22752,0,236,EmaRising(0.0)
511295,3.13,233,44194.795318628,4.22752,0,236,EmaRising(1.088)
511312,3.13,233,44194.795331222,4.22752,0,235,EmaDropping(0.0)
511329,3.13,226,44194.795343814,4.226221,0,234,EmaDropping(1.088)
511346,3.13,212,44194.795356407,4.22752,0,232,EmaDropping(2.176)
511363,3.13,212,44194.795368999,4.22752,0,230,EmaDropping(3.264)
511380,3.13,212,44194.795381591,4.22752,0,228,EmaDropping(4.352)
511397,3.13,212,44194.795394185,4.22752,0,226,EmaDropping(5.44)
511414,3.13,212,44194.795406777,4.22752,0,225,EmaDropping(6.528)
511431,3.13,212,44194.795419370,4.228823,0,224,EmaDropping(7.616)
511448,3.13,212,44194.795431962,4.22752,0,222,EmaDropping(8.704)
511465,3.13,212,44194.795444554,4.22752,0,221,EmaDropping(9.792)
511482,3.13,212,44194.795457148,4.22752,0,220,EmaDropping(10.88)
511499,3.13,212,44194.795469740,4.22752,0,219,EmaDropping(11.968)
511516,3.13,212,44194.795482333,4.22752,0,219,EmaRising(0.0)
511533,3.13,212,44194.795494925,4.226221,0,218,EmaDropping(0.0)
511550,3.13,212,44194.795507517,4.22752,0,217,EmaDropping(1.088)
511567,3.13,212,44194.795520111,4.22752,0,217,EmaRising(0.0)
511584,3.13,212,44194.795532703,4.22752,0,216,EmaDropping(0.0)
511601,3.13,212,44194.795545296,4.22752,0,216,EmaRising(0.0)
511618,3.13,212,44194.795557888,4.22752,0,215,EmaDropping(0.0)
511635,3.13,212,44194.795570480,4.228823,0,215,EmaRising(0.0)
511652,3.13,212,44194.795583074,4.22752,0,215,EmaRising(1.088)
511669,3.13,212,44194.795595666,4.228823,0,214,EmaDropping(0.0)
511686,3.13,212,44194.795608259,4.22752,0,214,EmaRising(0.0)
511703,3.13,212,44194.795620851,4.22752,0,214,EmaRising(1.088)
511720,3.13,211,44194.795633443,4.22752,0,213,EmaDropping(0.0)
511737,3.13,198,44194.795646037,4.22752,0,212,EmaDropping(1.088)
511754,3.13,191,44194.795658629,4.22752,0,210,EmaDropping(2.176)
511771,3.13,191,44194.795671222,4.22752,0,208,EmaDropping(3.264)
511788,3.13,191,44194.795683814,4.228823,0,206,EmaDropping(4.352)
511805,3.13,191,44194.795696406,4.22752,0,204,EmaDropping(5.44)
511822,3.13,191,44194.795709000,4.228823,0,203,EmaDropping(6.528)
511839,3.13,191,44194.795721592,4.22752,0,202,EmaDropping(7.616)
511856,3.13,191,44194.795734185,4.22752,0,201,EmaDropping(8.704)
511873,3.13,191,44194.795746777,4.22752,0,200,EmaDropping(9.792)
511890,3.13,191,44194.795759369,4.22752,0,199,EmaDropping(10.88)
511907,3.13,191,44194.795771963,4.22752,0,198,EmaDropping(11.968)
511924,3.13,191,44194.795784555,4.22752,0,197,EmaDropping(13.056)
511941,3.13,191,44194.795797148,4.22752,0,197,EmaRising(0.0)
511958,3.13,191,44194.795809740,4.228823,0,196,EmaDropping(0.0)
511975,3.13,191,44194.795822332,4.22752,0,195,EmaDropping(1.088)
511992,3.13,191,44194.795834926,4.228823,0,195,EmaRising(0.0)
512009,3.13,191,44194.795847518,4.22752,0,194,EmaDropping(0.0)
512026,3.13,191,44194.795860111,4.22752,0,194,EmaRising(0.0)
512043,3.13,191,44194.795872703,4.22752,0,194,EmaRising(1.088)
512060,3.13,191,44194.795885295,4.226221,0,193,EmaDropping(0.0)
512077,3.13,191,44194.795897889,4.22752,0,193,EmaRising(0.0)
512094,3.13,191,44194.795910481,4.22752,0,193,EmaRising(1.088)
512111,3.13,191,44194.795923074,4.228823,0,193,EmaRising(2.176)
512128,3.13,191,44194.795935666,4.22752,0,192,EmaDropping(0.0)
512145,3.13,191,44194.795948258,4.22752,0,192,EmaRising(0.0)
512162,3.13,191,44194.795960852,4.228823,0,192,EmaRising(1.088)
512179,3.13,188,44194.795973443,4.22752,0,192,EmaRising(2.176)
512196,3.13,188,44194.795986037,4.228823,0,191,EmaDropping(0.0)
512213,3.13,169,44194.795998629,4.22752,0,189,EmaDropping(1.088)
512230,3.13,169,44194.796011221,4.228823,0,187,EmaDropping(2.176)
512247,3.13,169,44194.796023815,4.22752,0,185,EmaDropping(3.264)
512264,3.13,169,44194.796036406,4.22752,0,183,EmaDropping(4.352)
512281,3.13,169,44194.796049000,4.228823,0,182,EmaDropping(5.44)
512298,3.13,169,44194.796061592,4.22752,0,181,EmaDropping(6.528)
512315,3.13,169,44194.796074184,4.228823,0,179,EmaDropping(7.616)
512332,3.13,169,44194.796086778,4.22752,0,178,EmaDropping(8.704)
512349,3.13,169,44194.796099369,4.22752,0,177,EmaDropping(9.792)
512366,3.13,169,44194.796111963,4.22752,0,176,EmaDropping(10.88)
512383,3.13,169,44194.796124555,4.22752,0,176,EmaRising(0.0)
512400,3.13,169,44194.796137147,4.228823,0,175,EmaDropping(0.0)
512417,3.13,169,44194.796149740,4.22752,0,174,EmaDropping(1.088)
512434,3.13,169,44194.796162332,4.228823,0,174,EmaRising(0.0)
512451,3.13,169,44194.796174926,4.22752,0,173,EmaDropping(0.0)
512468,3.13,169,44194.796187518,4.22752,0,173,EmaRising(0.0)
512485,3.13,169,44194.796200110,4.22752,0,172,EmaDropping(0.0)
512502,3.13,169,44194.796212703,4.22752,0,172,EmaRising(0.0)
512519,3.13,169,44194.796225295,4.22752,0,172,EmaRising(1.088)
512536,3.13,169,44194.796237889,4.22752,0,171,EmaDropping(0.0)
512553,3.13,169,44194.796250481,4.228823,0,171,EmaRising(0.0)
512570,3.13,169,44194.796263073,4.22752,0,171,EmaRising(1.088)
512587,3.13,169,44194.796275666,4.22752,0,171,EmaRising(2.176)
512604,3.13,169,44194.796288258,4.22752,0,170,EmaDropping(0.0)
512621,3.13,169,44194.796300852,4.22752,0,170,EmaRising(0.0)
512638,3.13,169,44194.796313444,4.228823,0,170,EmaRising(1.088)
512655,3.13,169,44194.796326036,4.22752,0,170,EmaRising(2.176)
512672,3.13,169,44194.796338629,4.228823,0,170,EmaRising(3.264)
512689,3.13,169,44194.796351221,4.22752,0,170,EmaRising(4.352)
512706,3.13,169,44194.796363815,4.22752,0,169,EmaDropping(0.0)
512723,3.13,169,44194.796376407,4.228823,0,169,EmaRising(0.0)
512740,3.13,166,44194.796388999,4.22752,0,169,EmaRising(1.088)
512757,3.13,154,44194.796401592,4.228823,0,167,EmaDropping(0.0)
512774,3.13,148,44194.796414184,4.22752,0,165,EmaDropping(1.088)
512791,3.13,148,44194.796426778,4.228823,0,164,EmaDropping(2.176)
512808,3.13,148,44194.796439370,4.22752,0,162,EmaDropping(3.264)
512825,3.13,148,44194.796451962,4.22752,0,161,EmaDropping(4.352)
512842,3.13,148,44194.796464555,4.228823,0,159,EmaDropping(5.44)
512859,3.13,148,44194.796477147,4.22752,0,158,EmaDropping(6.528)
512876,3.13,148,44194.796489741,4.228823,0,157,EmaDropping(7.616)
512893,3.13,148,44194.796502333,4.22752,0,156,EmaDropping(8.704)
512910,3.13,148,44194.796514925,4.228823,0,155,EmaDropping(9.792)
512927,3.13,148,44194.796527518,4.22752,0,154,EmaDropping(10.88)
512944,3.13,148,44194.796540110,4.22752,0,154,EmaRising(0.0)
512961,3.13,148,44194.796552704,4.228823,0,153,EmaDropping(0.0)
512978,3.13,148,44194.796565296,4.22752,0,153,EmaRising(0.0)
512995,3.13,148,44194.796577888,4.228823,0,152,EmaDropping(0.0)
513012,3.13,148,44194.796590481,4.228823,0,152,EmaRising(0.0)
513029,3.13,148,44194.796603073,4.228823,0,151,EmaDropping(0.0)
513046,3.13,148,44194.796615667,4.228823,0,151,EmaRising(0.0)
513063,3.13,148,44194.796628259,4.22752,0,150,EmaDropping(0.0)
513080,3.13,148,44194.796640851,4.228823,0,150,EmaRising(0.0)
513097,3.13,148,44194.796653444,4.22752,0,150,EmaRising(1.088)
513114,3.13,148,44194.796666036,4.22752,0,150,EmaRising(2.176)
513131,3.13,148,44194.796678630,4.22752,0,149,EmaDropping(0.0)
513148,3.13,148,44194.796691222,4.22752,0,149,EmaRising(0.0)
513165,3.13,148,44194.796703814,4.228823,0,149,EmaRising(1.088)
513182,3.13,148,44194.796716407,4.22752,0,149,EmaRising(2.176)
513199,3.13,148,44194.796728999,4.22752,0,149,EmaRising(3.264)
513216,3.13,148,44194.796741593,4.22752,0,149,EmaRising(4.352)
513233,3.13,148,44194.796754185,4.228823,0,149,EmaRising(5.44)
513250,3.13,148,44194.796766777,4.22752,0,148,EmaDropping(0.0)
513267,3.13,148,44194.796779370,4.22752,0,148,EmaRising(0.0)
513284,3.13,148,44194.796791962,4.228823,0,148,EmaRising(1.088)
513301,3.13,148,44194.796804556,4.22752,0,148,EmaRising(2.176)
513318,3.13,148,44194.796817148,4.228823,0,148,EmaRising(3.264)
513335,3.13,146,44194.796829740,4.22752,0,148,EmaRising(4.352)
513352,3.13,127,44194.796842333,4.228823,0,146,EmaDropping(0.0)
513369,3.13,127,44194.796854925,4.228823,0,144,EmaDropping(1.088)
513386,3.13,127,44194.796867519,4.228823,0,142,EmaDropping(2.176)
513403,3.13,127,44194.796880111,4.228823,0,141,EmaDropping(3.264)
513420,3.13,127,44194.796892702,4.228823,0,139,EmaDropping(4.352)
513437,3.13,127,44194.796905296,4.228823,0,138,EmaDropping(5.44)
513454,3.13,127,44194.796917888,4.228823,0,137,EmaDropping(6.528)
513471,3.13,127,44194.796930482,4.228823,0,136,EmaDropping(7.616)
513488,3.13,127,44194.796943074,4.228823,0,135,EmaDropping(8.704)
513505,3.13,127,44194.796955665,4.228823,0,134,EmaDropping(9.792)
513522,3.13,127,44194.796968259,4.228823,0,133,EmaDropping(10.88)
513539,3.13,127,44194.796980851,4.228823,0,133,EmaRising(0.0)
513556,3.13,127,44194.796993445,4.230122,0,132,EmaDropping(0.0)
513573,3.13,127,44194.797006037,4.228823,0,131,EmaDropping(1.088)
513590,3.13,127,44194.797018628,4.228823,0,131,EmaRising(0.0)
513607,3.13,118,44194.797031222,4.230122,0,130,EmaDropping(0.0)
513624,3.13,106,44194.797043814,4.228823,0,127,EmaDropping(1.088)
513641,3.13,106,44194.797056408,4.230122,0,125,EmaDropping(2.176)
513658,3.13,106,44194.797069000,4.228823,0,123,EmaDropping(3.264)
513675,3.13,106,44194.797081591,4.228823,0,121,EmaDropping(4.352)
513692,3.13,106,44194.797094185,4.228823,0,120,EmaDropping(5.44)
513709,3.13,106,44194.797106777,4.228823,0,118,EmaDropping(6.528)
513726,3.13,106,44194.797119371,4.228823,0,117,EmaDropping(7.616)
513743,3.13,106,44194.797131962,4.228823,0,116,EmaDropping(8.704)
513760,3.13,106,44194.797144554,4.228823,0,115,EmaDropping(9.792)
513777,3.13,106,44194.797157148,4.228823,0,114,EmaDropping(10.88)
513794,3.13,106,44194.797169740,4.228823,0,113,EmaDropping(11.968)
513811,3.13,106,44194.797182334,4.228823,0,112,EmaDropping(13.056)
513828,3.13,88,44194.797194926,4.22752,0,110,EmaDropping(14.144)
513845,3.13,84,44194.797207517,4.228823,0,107,EmaDropping(15.232)
513862,3.13,84,44194.797220111,4.22752,0,105,EmaDropping(16.32)
513879,3.13,84,44194.797232703,4.22752,0,103,EmaDropping(17.408)
513896,3.13,84,44194.797245297,4.22752,0,101,EmaDropping(18.496)
513913,3.13,84,44194.797257889,4.226221,0,99,EmaDropping(19.584)
513930,3.13,84,44194.797270480,4.22752,0,97,EmaDropping(20.672)
513947,3.13,84,44194.797283074,4.226221,0,96,EmaDropping(21.76)
513964,3.13,84,44194.797295666,4.22752,0,95,EmaDropping(22.848)
513981,3.13,84,44194.797308260,4.226221,0,94,EmaDropping(23.936)
513998,3.13,82,44194.797320851,4.226221,0,92,EmaDropping(25.024)
514015,3.09,-42,44194.797333443,4.193701,0,79,EmaDropping(26.112)
514032,3.09,-63,44194.797346037,4.192398,0,65,EmaDropping(27.2)
514049,3.09,-63,44194.797358629,4.193701,0,52,EmaDropping(28.288)
514066,3.09,-66,44194.797371221,4.191099,0,40,EmaDropping(29.376)
514083,3.09,-62,44194.797383814,4.192398,0,30,EmaDropping(30.464)
514100,3.09,-63,44194.797396406,4.191099,0,20,EmaDropping(31.552)
514117,3.09,-63,44194.797409000,4.191099,0,12,EmaDropping(32.64)
514134,3.09,-63,44194.797421592,4.192398,0,5,EmaDropping(33.728)
514151,3.09,-63,44194.797434185,4.189799,0,-1,EmaDropping(34.816)
514168,3.09,-63,44194.797446777,4.192398,0,-63,EmaDropping(35.904)
514185,3.09,-63,44194.797459369,4.191099,0,-63,EmaRising(0.0)
514202,3.09,-63,44194.797471963,4.192398,0,-63,EmaRising(1.088)
514219,3.09,-63,44194.797484555,4.191099,0,-63,EmaRising(2.176)
514236,3.09,-63,44194.797497147,4.191099,0,-63,EmaRising(3.264)
514253,3.09,-63,44194.797509740,4.191099,0,-63,EmaRising(4.352)
514270,3.09,-63,44194.797522332,4.191099,0,-63,EmaRising(5.44)
514287,3.09,-63,44194.797534926,4.191099,0,-63,EmaRising(6.528)
514304,3.09,-63,44194.797547518,4.191099,0,-63,EmaRising(7.616)
514321,3.09,-63,44194.797560110,4.191099,0,-63,EmaRising(8.704)
514338,3.09,-52,44194.797572703,4.189799,0,-52,EmaRising(9.792)
514355,3.09,-61,44194.797585295,4.191099,0,-61,EmaDropping(0.0)
514372,3.09,-63,44194.797597889,4.192398,0,-63,EmaDropping(1.088)
514389,3.09,-63,44194.797610481,4.191099,0,-63,EmaRising(0.0)
514406,3.09,-63,44194.797623073,4.191099,0,-63,EmaRising(1.088)
514423,3.09,-63,44194.797635666,4.191099,0,-63,EmaRising(2.176)
514440,3.09,-59,44194.797648258,4.192398,0,-59,EmaRising(3.264)
514457,3.09,-63,44194.797660852,4.191099,0,-63,EmaDropping(0.0)
